,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365
43797,Brooklyn,40.6794,-73.94996,Private room,34,30,0,40
43798,Brooklyn,40.6943,-73.95004,Private room,65,4,1,17
43799,Manhattan,40.75886,-73.96596,Entire home/apt,200,5,12,127
43800,Manhattan,40.83532,-73.94428,Private room,47,5,4,272
43801,Brooklyn,40.6756,-73.9251,Private room,100,3,2,163
43802,Manhattan,40.7277,-74.00104,Entire home/apt,129,31,7,167
43803,Brooklyn,40.67917,-73.94624,Entire home/apt,150,2,3,251
43804,Manhattan,40.76491,-73.98659,Entire home/apt,165,5,0,67
43805,Brooklyn,40.69612,-73.92918,Private room,66,2,11,147
43806,Bronx,40.86925,-73.89974000000001,Private room,35,1,8,48
43807,Brooklyn,40.69814,-73.9286,Private room,63,2,10,127
43808,Brooklyn,40.70867,-73.93890999999999,Private room,65,15,1,0
43809,Manhattan,40.76582,-73.98571,Private room,100,3,0,351
43810,Manhattan,40.72777,-73.97951,Private room,180,3,0,91
43811,Manhattan,40.78548,-73.97078,Entire home/apt,352,30,0,202
43812,Brooklyn,40.73292,-73.95395,Entire home/apt,150,2,2,241
43813,Manhattan,40.7243,-74.0111,Entire home/apt,225,3,0,42
43814,Manhattan,40.77127,-73.99237,Entire home/apt,360,2,13,251
43815,Brooklyn,40.695409999999995,-73.90785,Shared room,28,1,8,41
43816,Brooklyn,40.688340000000004,-73.9989,Entire home/apt,170,2,5,43
43817,Manhattan,40.7284,-73.99053,Private room,61,30,3,84
43818,Brooklyn,40.69804,-73.94546,Private room,79,2,9,136
43819,Manhattan,40.71697,-73.98605,Entire home/apt,325,4,4,65
43820,Brooklyn,40.696059999999996,-73.9095,Shared room,28,1,4,53
43821,Manhattan,40.78995,-73.94603000000001,Private room,100,1,7,0
43822,Queens,40.74895,-73.9474,Entire home/apt,199,2,6,175
43823,Manhattan,40.78202,-73.94826,Entire home/apt,200,3,3,0
43824,Manhattan,40.773179999999996,-73.98836,Entire home/apt,300,3,2,13
43825,Brooklyn,40.675990000000006,-73.97664,Entire home/apt,145,5,0,38
43826,Brooklyn,40.69765,-73.94715,Private room,81,2,10,121
43827,Brooklyn,40.69952,-73.9451,Private room,81,2,13,164
43828,Brooklyn,40.69806,-73.94544,Private room,81,1,9,105
43829,Brooklyn,40.69741,-73.94555,Private room,81,2,9,128
43830,Brooklyn,40.68892,-73.87167,Entire home/apt,100,2,6,150
43831,Brooklyn,40.69915,-73.94709,Private room,81,2,0,150
43832,Brooklyn,40.68946,-73.94181,Entire home/apt,165,4,9,201
43833,Brooklyn,40.72215,-73.94317,Private room,75,5,2,0
43834,Manhattan,40.765370000000004,-73.98767,Private room,92,5,2,187
43835,Queens,40.731359999999995,-73.87402,Private room,70,2,3,0
43836,Queens,40.70913,-73.89486,Private room,34,30,0,324
43837,Queens,40.74508,-73.90290999999999,Shared room,65,2,8,89
43838,Queens,40.7081,-73.89506999999999,Private room,34,30,0,278
43839,Bronx,40.83715,-73.83489,Private room,60,1,20,343
43840,Queens,40.70722,-73.89614,Private room,34,30,1,281
43841,Manhattan,40.77414,-73.95300999999999,Entire home/apt,140,3,5,18
43842,Brooklyn,40.69258,-73.93638,Entire home/apt,95,5,3,120
43843,Queens,40.70775,-73.89471999999999,Private room,34,30,0,201
43844,Brooklyn,40.648070000000004,-73.9789,Private room,40,7,0,102
43845,Brooklyn,40.61523,-74.02917,Private room,60,4,0,155
43846,Brooklyn,40.671440000000004,-73.94613000000001,Entire home/apt,120,2,14,298
43847,Brooklyn,40.686820000000004,-73.93493000000001,Entire home/apt,130,29,1,283
43848,Brooklyn,40.691159999999996,-73.92658,Private room,35,30,1,53
43849,Brooklyn,40.69214,-73.95217,Entire home/apt,189,3,10,349
43850,Queens,40.74351,-73.90405,Private room,44,1,11,331
43851,Brooklyn,40.68492,-73.9334,Entire home/apt,135,20,2,285
43852,Manhattan,40.8415,-73.9375,Private room,55,2,6,0
43853,Manhattan,40.7651,-73.97808,Private room,199,1,1,350
43854,Brooklyn,40.67794,-73.96023000000001,Entire home/apt,400,1,2,362
43855,Queens,40.74657,-73.93289,Entire home/apt,129,1,3,95
43856,Brooklyn,40.69422,-73.93231999999999,Entire home/apt,225,2,10,38
43857,Manhattan,40.855309999999996,-73.9283,Private room,75,2,1,58
43858,Brooklyn,40.6908,-73.92784,Private room,35,30,1,53
43859,Brooklyn,40.68938,-73.9263,Private room,35,30,0,54
43860,Manhattan,40.76458,-73.96759,Entire home/apt,159,31,9,157
43861,Brooklyn,40.68567,-73.87985,Private room,36,1,8,192
43862,Brooklyn,40.70628,-73.9379,Entire home/apt,190,1,13,171
43863,Brooklyn,40.69903,-73.9149,Private room,70,1,14,78
43864,Brooklyn,40.6763,-73.97287,Entire home/apt,186,5,0,107
43865,Brooklyn,40.70205,-73.91338,Entire home/apt,150,2,4,89
43866,Manhattan,40.814820000000005,-73.94476999999999,Private room,75,2,9,227
43867,Brooklyn,40.68466,-73.94349,Entire home/apt,75,2,4,103
43868,Manhattan,40.83266,-73.9414,Private room,45,3,6,4
43869,Brooklyn,40.69916,-73.91572,Private room,68,1,9,55
43870,Staten Island,40.610409999999995,-74.11593,Entire home/apt,135,3,2,36
43871,Manhattan,40.80712,-73.95685999999999,Private room,103,2,14,19
43872,Manhattan,40.7665,-73.98943,Shared room,85,1,9,365
43873,Manhattan,40.79551,-73.94813,Entire home/apt,200,7,2,173
43874,Manhattan,40.80332,-73.94853,Private room,95,1,11,256
43875,Queens,40.745059999999995,-73.90602,Private room,56,30,0,242
43876,Queens,40.73591,-73.92415,Private room,90,2,12,57
43877,Brooklyn,40.6348,-74.00304,Private room,60,1,6,46
43878,Queens,40.74116,-73.86667,Shared room,24,1,4,346
43879,Brooklyn,40.66681,-73.9549,Private room,45,2,4,10
43880,Manhattan,40.80144,-73.96409,Private room,44,2,1,0
43881,Brooklyn,40.65164,-73.95533,Entire home/apt,120,4,1,0
43882,Manhattan,40.73264,-74.00421999999999,Entire home/apt,450,2,4,43
43883,Queens,40.74086,-73.86618,Shared room,24,1,3,332
43884,Queens,40.7093,-73.8954,Private room,34,30,0,252
43885,Queens,40.70893,-73.89636,Private room,34,30,0,243
43886,Manhattan,40.76597,-73.9893,Private room,98,6,2,4
43887,Queens,40.70897,-73.89663,Private room,34,30,0,335
43888,Manhattan,40.798190000000005,-73.93953,Entire home/apt,500,2,0,55
43889,Queens,40.70762,-73.89526,Private room,34,30,0,317
43890,Queens,40.70862,-73.89536,Private room,34,30,0,314
43891,Brooklyn,40.70409,-73.94078,Entire home/apt,195,2,1,0
43892,Queens,40.70876,-73.89704,Private room,34,30,0,322
43893,Brooklyn,40.69764,-73.91585,Private room,62,17,2,21
43894,Manhattan,40.80298,-73.95375,Shared room,20,1,0,2
43895,Queens,40.70769,-73.89641,Private room,34,30,1,325
43896,Queens,40.70885,-73.89634000000001,Private room,34,30,0,136
43897,Queens,40.70937,-73.89702,Private room,34,30,0,192
43898,Brooklyn,40.69593,-73.97003000000001,Private room,75,1,0,0
43899,Bronx,40.81338,-73.85821,Entire home/apt,75,2,5,86
43900,Manhattan,40.78222,-73.9456,Private room,95,3,3,8
43901,Queens,40.70807,-73.89483,Private room,34,30,0,322
43902,Brooklyn,40.66738,-73.93669,Shared room,25,2,1,167
43903,Manhattan,40.745779999999996,-73.99091,Private room,130,2,3,132
43904,Brooklyn,40.69174,-73.90811,Private room,40,30,0,365
43905,Brooklyn,40.667790000000004,-73.93729,Shared room,45,2,0,179
43906,Manhattan,40.72365,-73.99377,Private room,150,4,2,6
43907,Brooklyn,40.665490000000005,-73.94615999999999,Entire home/apt,220,2,4,251
43908,Queens,40.75009,-73.94864,Private room,85,1,15,67
43909,Manhattan,40.71983,-73.98980999999999,Private room,135,1,10,93
43910,Brooklyn,40.65295,-73.9463,Private room,42,7,4,120
43911,Brooklyn,40.70445,-73.94491,Private room,75,4,5,6
43912,Manhattan,40.80437,-73.94595,Private room,85,1,3,193
43913,Manhattan,40.72359,-73.98519,Entire home/apt,140,3,1,56
43914,Manhattan,40.82185,-73.9413,Private room,99,2,1,359
43915,Brooklyn,40.68737,-73.94346,Entire home/apt,140,1,3,316
43916,Queens,40.767520000000005,-73.91433,Entire home/apt,250,3,13,76
43917,Manhattan,40.72607,-73.98625,Entire home/apt,190,2,2,0
43918,Manhattan,40.783640000000005,-73.94586,Entire home/apt,175,3,1,103
43919,Brooklyn,40.69899,-73.91667,Private room,65,1,9,66
43920,Brooklyn,40.69932,-73.91575999999999,Private room,65,1,7,61
43921,Manhattan,40.74602,-73.98486,Entire home/apt,339,3,20,86
43922,Queens,40.76939,-73.92139,Entire home/apt,175,1,0,185
43923,Manhattan,40.72391,-73.98409000000001,Entire home/apt,700,2,8,263
43924,Manhattan,40.835879999999996,-73.93978,Private room,65,2,7,180
43925,Bronx,40.83959,-73.78586999999999,Private room,100,7,0,180
43926,Brooklyn,40.6991,-73.92917,Entire home/apt,249,6,4,177
43927,Brooklyn,40.71213,-73.95100000000001,Private room,84,5,0,60
43928,Manhattan,40.79179,-73.96623000000001,Private room,500,1,1,90
43929,Manhattan,40.73198,-74.00525999999999,Entire home/apt,149,31,5,219
43930,Brooklyn,40.64582,-73.97898,Private room,85,10,0,52
43931,Brooklyn,40.69267,-73.94395,Private room,79,2,2,5
43932,Manhattan,40.74371,-73.99622,Entire home/apt,225,3,2,33
43933,Manhattan,40.732859999999995,-74.00463,Entire home/apt,160,3,3,2
43934,Brooklyn,40.654379999999996,-73.95181,Private room,54,1,14,81
43935,Brooklyn,40.65214,-73.95159,Private room,53,1,15,77
43936,Brooklyn,40.71009,-73.95841999999999,Private room,90,3,4,63
43937,Queens,40.71757,-73.7961,Private room,65,1,1,139
43938,Brooklyn,40.7121,-73.94346999999999,Entire home/apt,130,10,0,34
43939,Manhattan,40.845420000000004,-73.93945,Private room,55,1,1,157
43940,Brooklyn,40.71093,-73.95815,Entire home/apt,250,31,1,90
43941,Manhattan,40.81431,-73.93994,Entire home/apt,130,1,6,0
43942,Manhattan,40.72811,-73.99893,Private room,90,2,4,146
43943,Brooklyn,40.70333,-73.92557,Entire home/apt,80,1,0,213
43944,Brooklyn,40.65116,-73.94525,Private room,40,7,1,172
43945,Brooklyn,40.65286,-73.94532,Private room,40,7,2,151
43946,Brooklyn,40.71331,-73.9627,Private room,75,1,0,43
43947,Manhattan,40.75563,-73.9691,Entire home/apt,200,28,0,82
43948,Brooklyn,40.6529,-73.94493,Private room,40,7,2,114
43949,Brooklyn,40.67633,-73.94403,Entire home/apt,80,5,9,225
43950,Bronx,40.837540000000004,-73.85764,Private room,150,1,0,267
43951,Queens,40.76623,-73.91243,Private room,69,1,9,35
43952,Manhattan,40.80958,-73.95743,Entire home/apt,130,8,0,17
43953,Manhattan,40.70824,-74.00476,Entire home/apt,200,2,4,38
43954,Brooklyn,40.71975,-73.94613000000001,Entire home/apt,110,2,3,26
43955,Brooklyn,40.65228,-73.95286,Private room,54,1,11,62
43956,Brooklyn,40.65235,-73.95347,Private room,54,1,10,70
43957,Bronx,40.890390000000004,-73.83185999999999,Entire home/apt,50,3,8,34
43958,Brooklyn,40.60456,-74.00117,Private room,49,2,1,316
43959,Brooklyn,40.70044,-73.93472,Entire home/apt,150,3,0,17
43960,Queens,40.69318,-73.83418,Private room,60,1,17,1
43961,Queens,40.70728,-73.90572,Private room,60,4,2,51
43962,Brooklyn,40.70315,-73.99424,Entire home/apt,100,2,2,0
43963,Manhattan,40.82715,-73.94667,Private room,55,1,20,175
43964,Manhattan,40.80337,-73.96511,Private room,69,20,0,0
43965,Manhattan,40.80169,-73.96339,Private room,40,15,0,17
43966,Brooklyn,40.671440000000004,-73.91457,Entire home/apt,180,2,7,352
43967,Queens,40.69115,-73.80617,Entire home/apt,350,1,9,358
43968,Brooklyn,40.71709,-73.96035,Private room,66,7,1,281
43969,Brooklyn,40.705040000000004,-73.91868000000001,Entire home/apt,120,3,3,3
43970,Manhattan,40.76447,-73.99103000000001,Shared room,69,1,4,364
43971,Queens,40.73105,-73.85318000000001,Private room,70,2,6,288
43972,Manhattan,40.85167,-73.92868,Entire home/apt,350,3,8,243
43973,Manhattan,40.722,-73.98255999999999,Entire home/apt,179,1,4,0
43974,Manhattan,40.73193,-73.97971,Private room,115,1,0,0
43975,Manhattan,40.7929,-73.9391,Private room,90,2,2,0
43976,Queens,40.75736,-73.92815,Private room,65,1,11,300
43977,Queens,40.757709999999996,-73.92724,Private room,50,1,3,318
43978,Queens,40.75925,-73.92506,Private room,45,1,6,342
43979,Queens,40.75606,-73.87787,Private room,100,1,3,350
43980,Manhattan,40.72827,-73.98040999999999,Private room,83,2,2,15
43981,Brooklyn,40.706309999999995,-73.94467,Private room,72,30,0,333
43982,Manhattan,40.806909999999995,-73.94626,Private room,98,7,2,321
43983,Manhattan,40.74483,-73.99649000000001,Private room,110,30,0,145
43984,Manhattan,40.733670000000004,-74.00497,Entire home/apt,250,3,2,265
43985,Brooklyn,40.7062,-73.94237,Private room,72,30,0,318
43986,Brooklyn,40.70709,-73.9426,Private room,73,30,0,364
43987,Manhattan,40.751290000000004,-73.99538000000001,Entire home/apt,250,2,1,0
43988,Queens,40.69927,-73.82643,Private room,150,1,1,0
43989,Bronx,40.82565,-73.91095,Shared room,77,1,0,179
43990,Manhattan,40.82289,-73.954,Private room,120,3,1,339
43991,Brooklyn,40.711940000000006,-73.95428000000001,Private room,165,1,0,0
43992,Manhattan,40.76704,-73.98646,Entire home/apt,199,3,0,358
43993,Manhattan,40.85075,-73.93982,Entire home/apt,120,3,3,0
43994,Manhattan,40.82609,-73.94948000000001,Private room,49,1,11,180
43995,Brooklyn,40.68773,-73.90589,Entire home/apt,149,2,1,0
43996,Brooklyn,40.66981,-73.95734,Private room,68,30,2,226
43997,Brooklyn,40.71963,-73.94149,Private room,75,2,10,62
43998,Brooklyn,40.681709999999995,-73.93346,Private room,90,4,1,0
43999,Brooklyn,40.68438,-73.98436,Entire home/apt,150,3,12,173
44000,Brooklyn,40.67562,-73.87763000000001,Entire home/apt,89,3,11,13
44001,Manhattan,40.70613,-74.01066999999999,Entire home/apt,228,2,5,347
44002,Manhattan,40.70714,-74.01208000000001,Entire home/apt,256,2,4,292
44003,Manhattan,40.7075,-74.01096,Entire home/apt,188,2,6,329
44004,Manhattan,40.70754,-74.01205999999999,Entire home/apt,240,2,6,340
44005,Manhattan,40.70701,-74.01176,Entire home/apt,255,2,6,237
44006,Brooklyn,40.67405,-73.96788000000001,Entire home/apt,199,3,4,21
44007,Manhattan,40.706309999999995,-74.01225,Entire home/apt,228,2,5,349
44008,Manhattan,40.77341,-73.9812,Entire home/apt,166,17,0,102
44009,Manhattan,40.72613,-73.98447,Private room,99,1,9,30
44010,Queens,40.77698,-73.93389,Entire home/apt,150,7,0,342
44011,Manhattan,40.7267,-73.98316,Private room,99,1,5,0
44012,Brooklyn,40.69037,-73.94542,Entire home/apt,150,3,2,0
44013,Brooklyn,40.73473,-73.95206999999999,Entire home/apt,250,3,0,62
44014,Manhattan,40.7431,-73.98137,Entire home/apt,790,1,4,298
44015,Manhattan,40.83611,-73.94162,Entire home/apt,161,2,13,294
44016,Manhattan,40.71958,-73.9905,Private room,123,1,7,146
44017,Manhattan,40.74818,-73.98246999999999,Entire home/apt,299,2,7,16
44018,Bronx,40.85398,-73.88736999999999,Shared room,49,1,2,358
44019,Brooklyn,40.721140000000005,-73.96307,Entire home/apt,125,20,1,122
44020,Manhattan,40.72139,-73.9896,Private room,123,1,10,0
44021,Manhattan,40.80237,-73.96695,Entire home/apt,120,20,0,95
44022,Bronx,40.8353,-73.85750999999999,Private room,75,3,0,81
44023,Manhattan,40.72222,-73.98221,Entire home/apt,190,2,7,78
44024,Queens,40.7733,-73.90569,Entire home/apt,225,1,23,109
44025,Brooklyn,40.69923,-73.93089,Private room,50,2,8,292
44026,Manhattan,40.86517,-73.92995,Private room,95,3,0,216
44027,Manhattan,40.73431,-73.98167,Private room,59,5,4,10
44028,Manhattan,40.75034,-73.99059,Entire home/apt,250,3,4,144
44029,Queens,40.69345,-73.86674000000001,Private room,65,2,4,180
44030,Manhattan,40.70597,-74.01248000000001,Private room,616,2,5,255
44031,Manhattan,40.707,-74.01208000000001,Entire home/apt,408,2,2,273
44032,Manhattan,40.74694,-74.0013,Entire home/apt,100,2,3,2
44033,Manhattan,40.70756,-74.01106999999999,Private room,264,2,2,348
44034,Manhattan,40.7506,-74.00388000000001,Entire home/apt,6800,1,0,364
44035,Brooklyn,40.6771,-73.98414,Private room,75,1,1,82
44036,Queens,40.75759,-73.92676999999999,Private room,50,1,7,336
44037,Queens,40.75894,-73.92864,Private room,60,1,4,355
44038,Brooklyn,40.62635,-73.9725,Entire home/apt,80,2,1,33
44039,Queens,40.77125,-73.7809,Private room,49,1,14,72
44040,Manhattan,40.745459999999994,-73.98679,Entire home/apt,377,30,0,341
44041,Manhattan,40.74403,-73.98701,Entire home/apt,274,30,0,353
44042,Manhattan,40.7385,-73.982,Entire home/apt,314,30,0,337
44043,Manhattan,40.73905,-73.98225,Entire home/apt,314,30,0,338
44044,Queens,40.67775,-73.8601,Entire home/apt,199,1,14,249
44045,Brooklyn,40.70373,-73.92723000000001,Private room,85,4,0,0
44046,Manhattan,40.71692,-73.9947,Entire home/apt,239,31,3,176
44047,Brooklyn,40.72602,-73.95848000000001,Entire home/apt,118,4,1,30
44048,Manhattan,40.81597,-73.94114,Private room,90,5,1,354
44049,Brooklyn,40.669129999999996,-73.94028,Entire home/apt,91,2,2,9
44050,Brooklyn,40.71777,-73.94874,Private room,90,2,2,0
44051,Queens,40.76398,-73.91409,Private room,100,1,0,0
44052,Queens,40.69955,-73.72247,Entire home/apt,180,1,0,83
44053,Manhattan,40.786840000000005,-73.96911999999999,Entire home/apt,250,1,0,88
44054,Brooklyn,40.7342,-73.95707,Entire home/apt,205,5,0,64
44055,Brooklyn,40.7007,-73.93401,Private room,69,2,8,131
44056,Bronx,40.8716,-73.89177,Entire home/apt,92,2,9,48
44057,Manhattan,40.823609999999995,-73.94599000000001,Private room,59,25,3,24
44058,Manhattan,40.753640000000004,-73.99291,Entire home/apt,149,31,4,135
44059,Manhattan,40.70776,-74.01169,Entire home/apt,396,2,6,328
44060,Manhattan,40.70735,-74.01221,Entire home/apt,215,2,1,346
44061,Brooklyn,40.596090000000004,-73.97485999999999,Entire home/apt,120,5,0,23
44062,Manhattan,40.74944,-73.98338000000001,Private room,99,14,0,25
44063,Brooklyn,40.59725,-73.97684,Entire home/apt,99,2,3,97
44064,Brooklyn,40.7128,-73.9396,Private room,100,2,4,169
44065,Manhattan,40.74073,-73.99884,Entire home/apt,180,5,1,83
44066,Brooklyn,40.66977,-73.95725,Private room,68,30,2,246
44067,Manhattan,40.72625,-73.98625,Entire home/apt,169,1,16,50
44068,Brooklyn,40.67155,-73.95854,Private room,66,30,2,223
44069,Brooklyn,40.690940000000005,-73.99293,Entire home/apt,160,7,0,98
44070,Manhattan,40.73859,-73.98218,Entire home/apt,89,360,0,364
44071,Brooklyn,40.67058,-73.9573,Private room,68,30,1,226
44072,Brooklyn,40.67052,-73.95612,Private room,70,1,4,153
44073,Brooklyn,40.660379999999996,-73.88761,Entire home/apt,40,14,1,178
44074,Manhattan,40.7208,-73.98959,Private room,90,3,2,34
44075,Manhattan,40.842209999999994,-73.93705,Entire home/apt,90,4,4,51
44076,Manhattan,40.71833,-73.98935999999999,Private room,99,1,7,356
44077,Brooklyn,40.63964,-73.94362,Shared room,50,1,8,365
44078,Brooklyn,40.657990000000005,-73.91595,Private room,57,4,7,35
44079,Brooklyn,40.601209999999995,-73.97515,Entire home/apt,200,4,1,173
44080,Brooklyn,40.647220000000004,-73.9736,Entire home/apt,111,14,0,21
44081,Manhattan,40.77362,-73.94886,Entire home/apt,130,1,11,26
44082,Manhattan,40.719229999999996,-73.98581999999999,Private room,119,1,7,360
44083,Manhattan,40.72611,-74.00336999999999,Entire home/apt,194,1,0,89
44084,Manhattan,40.75662,-73.99333,Private room,500,31,1,0
44085,Manhattan,40.7574,-73.99395,Private room,500,31,2,0
44086,Queens,40.758070000000004,-73.92631999999999,Private room,125,2,5,90
44087,Brooklyn,40.714459999999995,-73.96229,Entire home/apt,200,3,0,179
44088,Brooklyn,40.667390000000005,-73.87379,Private room,65,3,2,365
44089,Manhattan,40.72388,-73.97901999999999,Entire home/apt,245,30,0,16
44090,Manhattan,40.77507,-73.94785,Entire home/apt,150,1,1,33
44091,Brooklyn,40.584379999999996,-73.95564,Private room,60,1,4,341
44092,Brooklyn,40.711909999999996,-73.95598000000001,Private room,75,7,2,324
44093,Queens,40.7066,-73.91391999999999,Private room,100,2,0,3
44094,Manhattan,40.753209999999996,-74.00238,Entire home/apt,590,10,0,84
44095,Manhattan,40.72935,-73.9826,Entire home/apt,130,30,1,115
44096,Manhattan,40.804829999999995,-73.95553000000001,Entire home/apt,550,1,0,365
44097,Brooklyn,40.67709,-73.98494000000001,Private room,100,2,1,61
44098,Brooklyn,40.71239,-73.95036999999999,Entire home/apt,100,3,7,66
44099,Manhattan,40.76255,-73.99025999999999,Entire home/apt,200,7,4,216
44100,Manhattan,40.78046,-73.9784,Entire home/apt,150,4,0,0
44101,Manhattan,40.78145,-73.9496,Private room,130,5,3,180
44102,Manhattan,40.80665,-73.96061999999999,Entire home/apt,115,31,0,57
44103,Brooklyn,40.67723,-73.95133,Entire home/apt,95,4,3,4
44104,Queens,40.71167,-73.81812,Entire home/apt,111,1,9,223
44105,Brooklyn,40.62961,-74.02616,Entire home/apt,200,2,5,161
44106,Manhattan,40.76245,-73.99831,Entire home/apt,198,30,0,28
44107,Manhattan,40.741,-73.98056,Entire home/apt,149,5,1,0
44108,Manhattan,40.80514,-73.95561,Private room,140,1,4,350
44109,Manhattan,40.80536,-73.95469,Private room,140,1,3,336
44110,Queens,40.70609,-73.83014,Private room,55,1,0,179
44111,Queens,40.696220000000004,-73.84634,Private room,60,1,3,364
44112,Manhattan,40.84405,-73.93714,Private room,49,3,1,2
44113,Manhattan,40.749990000000004,-74.00205,Entire home/apt,195,2,8,41
44114,Manhattan,40.80279,-73.94736,Private room,78,5,1,89
44115,Brooklyn,40.63927,-73.9636,Entire home/apt,140,4,9,328
44116,Manhattan,40.83489,-73.94587,Private room,85,4,0,55
44117,Bronx,40.81865,-73.93014000000001,Entire home/apt,107,2,0,81
44118,Brooklyn,40.676559999999995,-73.9706,Entire home/apt,140,2,4,130
44119,Queens,40.69441,-73.84659,Private room,45,1,3,360
44120,Brooklyn,40.68501,-73.91884,Entire home/apt,75,2,0,7
44121,Brooklyn,40.5974,-73.97448,Entire home/apt,180,3,0,173
44122,Brooklyn,40.726459999999996,-73.95639,Private room,70,5,1,78
44123,Manhattan,40.79034,-73.94503,Private room,169,1,0,84
44124,Brooklyn,40.69149,-73.92536,Entire home/apt,350,7,0,124
44125,Manhattan,40.79787,-73.93568,Private room,90,2,3,175
44126,Manhattan,40.75196,-73.97269,Entire home/apt,500,4,0,5
44127,Queens,40.59344,-73.78905999999999,Private room,54,3,0,363
44128,Brooklyn,40.71902,-73.96414,Entire home/apt,170,4,4,188
44129,Brooklyn,40.649390000000004,-73.94864,Entire home/apt,92,4,0,27
44130,Manhattan,40.84387,-73.93969,Private room,59,1,3,293
44131,Manhattan,40.78537,-73.97456,Entire home/apt,190,30,0,157
44132,Brooklyn,40.67868,-73.97157,Entire home/apt,70,2,0,84
44133,Manhattan,40.70816,-74.0019,Entire home/apt,365,2,2,127
44134,Queens,40.707409999999996,-73.91534,Entire home/apt,150,7,0,0
44135,Manhattan,40.70673,-74.01518,Entire home/apt,208,5,4,9
44136,Bronx,40.839079999999996,-73.86041999999999,Entire home/apt,70,93,0,134
44137,Brooklyn,40.57865,-73.96983,Private room,75,2,1,100
44138,Manhattan,40.76461,-73.98997,Entire home/apt,150,3,1,138
44139,Manhattan,40.71588,-73.99099,Entire home/apt,135,6,3,1
44140,Manhattan,40.72067,-73.97999,Entire home/apt,210,7,1,284
44141,Queens,40.70746,-73.91118,Private room,44,5,1,192
44142,Queens,40.74904,-73.90188,Private room,85,1,0,3
44143,Brooklyn,40.71074,-73.94284,Private room,79,3,4,9
44144,Manhattan,40.83466,-73.94029,Private room,60,3,5,93
44145,Brooklyn,40.69982,-73.92491,Private room,75,2,8,317
44146,Brooklyn,40.6891,-73.95016,Private room,75,1,2,138
44147,Queens,40.70515,-73.9136,Private room,75,1,11,88
44148,Brooklyn,40.685179999999995,-73.99709,Entire home/apt,195,7,0,13
44149,Queens,40.70384,-73.91136999999999,Private room,75,1,11,68
44150,Queens,40.70391,-73.91153,Private room,75,1,14,88
44151,Brooklyn,40.71921,-73.95628,Entire home/apt,100,3,0,6
44152,Brooklyn,40.642959999999995,-74.0056,Private room,24,60,0,71
44153,Brooklyn,40.632329999999996,-74.01796,Private room,60,31,0,90
44154,Brooklyn,40.70785,-73.94898,Private room,60,2,3,5
44155,Manhattan,40.72783,-73.98015,Entire home/apt,250,5,3,263
44156,Manhattan,40.76303,-73.98894,Entire home/apt,149,30,2,148
44157,Queens,40.590090000000004,-73.81042,Entire home/apt,126,7,0,58
44158,Brooklyn,40.716159999999995,-73.95551999999999,Private room,130,2,10,159
44159,Manhattan,40.766009999999994,-73.98414,Entire home/apt,190,2,5,10
44160,Brooklyn,40.66248,-73.95407,Entire home/apt,90,2,4,27
44161,Queens,40.70477,-73.90943,Private room,69,1,6,179
44162,Manhattan,40.75634,-73.99445,Entire home/apt,945,2,2,292
44163,Manhattan,40.71727,-74.0004,Private room,155,2,3,50
44164,Manhattan,40.801809999999996,-73.96683,Entire home/apt,450,5,8,123
44165,Manhattan,40.73863,-73.97989,Entire home/apt,178,1,7,0
44166,Brooklyn,40.65132,-73.9452,Private room,40,7,1,106
44167,Manhattan,40.74142,-73.98219,Entire home/apt,690,1,2,287
44168,Brooklyn,40.65144,-73.94489,Private room,32,7,0,126
44169,Brooklyn,40.67245,-73.97365,Entire home/apt,250,2,3,175
44170,Brooklyn,40.65226,-73.94521,Private room,35,7,2,131
44171,Brooklyn,40.65279,-73.946,Private room,35,7,4,152
44172,Manhattan,40.81808,-73.93670999999999,Private room,45,1,5,0
44173,Brooklyn,40.71233,-73.95318,Entire home/apt,295,2,1,0
44174,Manhattan,40.70649,-74.01217,Entire home/apt,244,2,2,260
44175,Manhattan,40.707240000000006,-74.01085,Entire home/apt,409,2,3,325
44176,Manhattan,40.70712,-74.01201,Entire home/apt,185,2,2,291
44177,Queens,40.68055,-73.78263000000001,Private room,95,1,0,180
44178,Manhattan,40.70588,-74.01214,Entire home/apt,230,2,6,285
44179,Manhattan,40.70803,-74.00639,Entire home/apt,100,29,0,325
44180,Manhattan,40.70722,-74.00499,Entire home/apt,164,29,0,328
44181,Queens,40.69035,-73.82238000000001,Private room,78,1,14,356
44182,Brooklyn,40.64692,-73.96696,Entire home/apt,105,3,5,51
44183,Manhattan,40.7311,-73.9775,Private room,165,3,9,90
44184,Brooklyn,40.68557,-73.97199,Entire home/apt,250,6,0,12
44185,Brooklyn,40.64979,-73.93299,Private room,28,1,13,49
44186,Manhattan,40.75797,-73.96356,Entire home/apt,225,14,1,240
44187,Brooklyn,40.69023,-73.93063000000001,Private room,54,1,5,27
44188,Manhattan,40.76512,-73.98674,Entire home/apt,240,1,0,365
44189,Brooklyn,40.57647,-73.96696,Entire home/apt,275,2,1,56
44190,Queens,40.76962,-73.93146,Private room,55,1,15,17
44191,Manhattan,40.75618,-73.99320999999999,Entire home/apt,250,3,8,61
44192,Manhattan,40.80495,-73.96439000000001,Private room,50,60,0,72
44193,Queens,40.74745,-73.93656,Private room,135,3,1,0
44194,Manhattan,40.75566,-73.99486,Private room,370,1,3,290
